row,x
1,7.916472247
2,4.065253496
3,3.365840247
4,4.020567013
5,4.538246134
6,0.247508505
7,0.282876535
8,0.374759381
9,5.298191675
10,7.916472247
11,4.988158812
12,3.306517678
13,1.02994058
14,4.481631469
15,1.28816022
16,5.105518755
17,1.707516545
18,3.364223394
19,6.629834291
20,5.45029051
21,3.211754363
22,2.94448302
23,4.94470675
24,5.454362332
25,4.86473104
26,3.405744688
27,0.30270214
28,4.154233
29,5.362484935
30,3.213044221
31,7.074081125
32,0.491136278
33,4.226288195
34,0.337100564
35,7.445413781
36,7.916472247
37,2.377019665
38,0.247508505
39,0.37278909
40,6.882636463
41,0.30270214
42,3.916698067
43,1.271217221
44,0.247508505
45,7.445413781
46,1.550837567
47,0.247508505
48,4.673783424
49,3.348662557
50,0.24235628
51,4.637447013
52,4.58991809
53,1.550837567
54,3.405416307
55,0.247508505
56,4.007567365
57,4.938960642
58,7.916472247
59,1.550837567
60,3.733551198
61,7.916472247
62,0.247508505
63,5.550065143
64,4.934598317
65,0.247508505
66,6.382827781
67,1.273279881
68,2.555343399
69,3.038998497
70,1.273279881
71,6.663663851
72,3.348662557
73,7.074081125
74,3.227263024
75,6.079725823
76,7.804244179
77,3.990512428
78,2.439905048
79,4.252416798
80,1.273279881
81,4.992946213
82,0.327632643
83,7.074081125
84,3.623703644
85,4.992946213
86,4.661994807
87,6.398299889
88,5.048923409
89,4.393512525
90,3.86538078
91,7.801222618
92,6.210413969
93,5.458856868
94,2.073989312
95,3.348662557
96,0.247508505
97,7.445413781
98,0.247508505
99,0.247508505
100,7.804244179
101,0.247508505
102,4.554650427
103,7.074081125
104,4.620637072
105,0.247508505
106,6.398299889
107,3.227263024
108,5.04621031
109,3.381016868
110,5.187400804
111,2.852354112
112,2.958125458
113,7.916472247
114,7.916472247
115,7.445413781
116,0.374759381
117,4.887060381
118,7.221875136
119,7.789426743
120,4.928565459
121,6.394824559
122,3.417202869
123,3.471821006
124,0.247508505
125,4.834233704
126,5.374910744
127,5.45029051
128,2.410008165
129,1.273279881
130,4.584295851
131,4.428592557
132,4.235916072
133,0.965081714
134,1.550837567
135,2.140585419
136,2.499083809
137,3.525606101
138,0.247508505
139,6.824254737
140,7.074081125
141,7.793403064
142,5.45029051
143,5.45029051
144,4.534001491
145,4.130973367
146,3.302666625
147,5.816750299
148,4.992946213
149,0.247508505
150,7.723263618
151,5.239620555
152,1.320783975
153,2.032669416
154,4.419492663
155,5.454362332
156,4.143138951
157,1.273279881
158,7.424607451
159,2.734608335
160,0.443783604
161,3.872399537
162,3.348662557
163,0.881787232
164,2.867491735
165,7.804244179
166,4.806222324
167,7.916472247
168,1.273279881
169,4.897391422
170,4.199011133
171,4.315589971
172,0.30270214
173,7.916472247
174,5.788119384
175,4.73739127
176,0.247508505
177,5.572293407
178,5.961027721
179,0.477498242
180,5.238389855
181,1.273279881
182,1.147999297
183,3.021325725
184,0.24235628
185,4.804629172
186,3.285775508
187,5.112344733
188,4.419492663
189,1.267247086
190,3.919050049
191,1.632055901
192,1.797920942
193,1.273279881
194,0.247508505
195,3.994078666
196,3.152359075
197,5.040266148
198,3.163019355
199,1.47577521
200,4.992946213
201,3.332933891
202,5.084836167
203,6.189654206
204,0.629558709
205,2.128775472
206,0.381918415
207,1.273279881
208,5.709142877
209,0.247508505
210,0.247508505
211,1.550837567
212,3.640685954
213,6.839220917
214,2.597460156
215,3.348662557
216,3.255765965
217,3.29761287
218,3.348662557
219,1.240352642
220,7.864482814
221,0.247508505
222,6.161213655
223,5.665408246
224,0.24235628
225,4.525149311
226,3.361319889
227,1.550837567
228,5.640833718
229,3.430080197
230,3.348662557
231,4.58938931
232,4.197428763
233,4.419492663
234,3.901794339
235,2.680238855
236,3.129017549
237,2.380925607
238,4.888649723
239,1.771933142
240,5.452109676
241,2.642818252
242,3.925538354
243,4.331403611
244,1.550837567
245,3.208075379
246,4.526369498
247,7.038133219
248,5.82582937
249,1.601787101
250,2.926757957
251,1.550837567
252,4.516458289
253,5.005081197
254,4.99541761
255,5.248397425
256,4.356271232
257,4.532946604
258,0.247508505
259,4.281215161
260,5.24799547
261,4.419492663
262,7.916472247
263,7.445413781
264,0.247508505
265,5.274929295
266,6.260995704
267,1.173316886
268,4.576376941
269,1.163123119
270,5.120882872
271,4.891254145
272,5.420119385
273,0.247508505
274,1.273279881
275,4.136217574
276,3.831687963
277,5.244156244
278,5.418450389
279,5.238832267
280,4.534001491
281,3.348662557
282,4.800718457
283,0.24235628
284,4.081148358
285,3.437909551
286,6.685406948
287,3.650223685
288,0.30270214
289,2.655697735
290,4.374486563
291,7.916472247
292,7.916472247
293,6.836577154
294,3.348662557
295,7.517850923
296,7.916472247
297,7.916472247
298,5.45029051
299,4.755709048
300,7.074081125
301,5.208045322
302,7.546290063
303,4.776461573
304,7.916472247
305,7.916472247
306,7.332439556
307,3.022588799
308,3.387325621
309,5.640833718
310,1.625417083
311,7.539857371
312,4.345766981
313,4.34825285
314,2.623035197
315,1.651038669
316,0.342706361
317,1.273279881
318,1.470505582
319,1.273279881
320,3.272847187
321,7.121117195
322,5.067206007
323,2.858871552
324,5.246298264
325,0.30270214
326,3.111559835
327,4.937346035
328,7.916472247
329,1.273279881
330,2.923870784
331,5.43617011
332,5.509600507
333,3.348662557
334,0.365567221
335,5.570721387
336,7.916472247
337,0.30270214
338,0.247508505
339,4.992946213
340,4.500254418
341,4.883900821
342,1.273279881
343,3.4713154
344,1.273279881
345,5.251499218
346,4.883900821
347,1.550837567
348,4.824892459
349,2.885131501
350,6.192706285
351,1.394630995
352,4.428660271
353,1.594502345
354,4.332349198
355,7.330164151
356,0.247508505
357,0.247508505
358,0.247508505
359,1.273279881
360,1.271217221
361,0.247508505
362,0.247508505
363,1.962628207
364,5.252036272
365,1.273279881
366,1.939120662
367,2.535967866
368,0.429953016
369,7.445413781
370,1.601787101
371,0.247508505
372,0.247508505
373,1.550837567
374,6.185645498
375,3.362694199
376,2.648530353
377,0.446711436
378,3.762118831
379,0.450843585
380,1.273279881
381,4.206600323
382,7.916472247
383,4.846939474
384,1.440376496
385,0.287512726
386,1.273279881
387,0.247508505
388,3.488897787
389,1.360264261
390,0.247508505
391,1.968745423
392,0.247508505
393,2.688733315
394,1.273279881
395,0.247508505
396,0.247508505
397,0.808617303
398,1.273279881
399,1.600264005
400,0.868573042
401,1.866532864
402,4.353797085
403,3.348662557
404,2.592918447
405,0.247508505
406,0.247508505
407,3.828506586
408,3.762118831
409,1.550837567
410,3.751945791
411,3.850745842
412,3.715021928
413,1.550837567
414,1.792386647
415,0.848630692
416,2.403077179
417,5.088457909
418,4.880114102
419,1.550837567
420,1.550837567
421,0.247508505
422,1.550837567
423,3.669420591
424,1.273279881
425,3.967563737
426,0.247508505
427,4.025574324
428,3.348662557
429,1.550837567
430,0.247508505
431,0.247508505
432,3.348662557
433,4.490678239
434,2.593251834
435,7.916472247
436,1.273279881
437,1.273279881
438,3.355730066
439,5.871214643
440,7.864482814
441,1.677166175
442,2.113348346
443,7.814897163
444,1.33878965
445,0.966689408
446,3.348662557
447,1.23327566
448,3.362694199
449,2.48405941
450,6.93607833
451,1.273279881
452,1.273279881
453,6.873731867
454,0.247508505
455,3.028362251
456,5.754541441
457,5.343316706
458,7.916472247
459,0.247508505
460,4.378975146
461,7.804244179
462,4.992946213
463,0.796175476
464,3.415283423
465,5.186488037
466,5.008898805
467,7.916472247
468,4.404637748
469,5.244156244
470,7.445413781
471,4.5433421
472,5.429025102
473,7.370086742
474,6.07640673
475,1.079520081
476,0.845346815
477,5.454362332
478,7.916472247
479,7.916472247
480,4.737574444
481,5.824553049
482,4.887999354
483,4.783893704
484,7.517850923
485,5.714831459
486,0.247508505
487,1.273279881
488,6.118984795
489,5.630630307
490,3.958864549
491,4.545374977
492,4.883900821
493,5.212044637
494,2.33236565
495,4.251476115
496,4.582937518
497,4.506769718
498,5.485504845
499,5.38582202
500,5.254588809
501,2.606875764
502,4.341151642
503,0.365567221
504,1.273279881
505,3.476168333
506,0.247508505
507,1.714667444
508,2.069121169
509,5.579096057
510,3.348662557
511,5.615867424
512,3.892390594
513,1.238547453
514,1.273279881
515,1.636180518
516,4.64139339
517,4.992946213
518,1.273279881
519,2.674000915
520,0.910516221
521,2.958125458
522,3.456003075
523,1.635198313
524,7.916472247
525,3.028944238
526,4.190921049
527,5.14101327
528,2.506078791
529,5.274929295
530,0.247508505
531,4.992946213
532,7.642068273
533,6.215215877
534,4.508787383
535,1.273279881
536,1.273279881
537,6.765320687
538,4.749150321
539,3.994016695
540,4.999876676
541,6.997878743
542,7.916472247
543,2.711617992
544,5.138126054
545,1.550837567
546,7.331396165
547,7.916472247
548,7.102952252
549,4.854940767
550,4.49536672
551,0.297549915
552,0.282876535
553,0.282876535
554,0.532001725
555,0.902547363
556,6.398299889
557,4.051191646
558,3.044138401
559,4.084780941
560,1.273279881
561,6.398299889
562,1.02994058
563,0.417286446
564,0.811289554
565,5.147007955
566,4.495695045
567,4.629513187
568,2.312791127
569,5.336882439
570,4.364146517
571,4.555485651
572,5.34570705
573,1.273279881
574,6.808953874
575,0.290131456
576,4.419492663
577,2.583387921
578,4.174415825
579,1.273279881
580,3.826233845
581,5.024825811
582,3.348662557
583,5.125663203
584,1.727119467
585,3.945510943
586,1.273279881
587,4.341103676
588,3.885179246
589,6.289255247
590,4.492907173
591,7.371381683
592,5.239620555
593,4.511013232
594,1.273279881
595,3.717710761
596,7.517850923
597,0.326724781
598,0.570064082
599,4.565196282
600,5.887318472
601,4.072002649
602,4.992946213
603,0.247508505
604,4.883900821
605,2.145370065
606,1.550837567
607,4.883900821
608,3.6721511
609,1.550837567
610,7.916472247
611,4.180827561
612,3.503821256
613,3.649366432
614,5.460943493
615,2.931425699
616,0.247508505
617,4.495695045
618,6.280467812
619,4.593705003
620,1.490719715
621,7.916472247
622,6.997878743
623,1.273279881
624,4.133965777
625,3.838035335
626,3.348662557
627,3.891814839
628,3.348662557
629,1.508929642
630,3.348662557
631,3.348662557
632,2.791272707
633,4.348263878
634,0.24235628
635,4.653498239
636,3.348662557
637,3.227263024
638,2.672754605
639,0.335437767
640,3.540321518
641,5.584012677
642,2.758202307
643,3.666239756
644,1.550837567
645,1.705216861
646,0.374759381
647,3.741289069
648,3.348662557
649,7.916472247
650,1.304896244
651,4.992946213
652,0.247508505
653,1.550837567
654,3.259716207
655,2.047775012
656,2.047775012
657,2.446323151
658,2.888169862
659,3.126744838
660,0.247508505
661,0.247508505
662,0.247508505
663,4.124274174
664,3.618258197
665,1.273279881
666,0.247508505
667,3.567824309
668,3.663317
669,0.247508505
670,2.319882896
671,1.975932064
672,3.348662557
673,3.653290954
674,0.779040718
675,0.247508505
676,6.665248232
677,3.348662557
678,1.304531956
679,1.23327566
680,4.449525288
681,5.434569044
682,0.30270214
683,1.320783975
684,0.30270214
685,0.247508505
686,1.475368692
687,6.255551398
688,7.769113776
689,7.519738519
690,7.916472247
691,5.050218677
692,5.138126054
693,3.591435032
694,1.255925109
695,1.026536344
696,0.660247705
697,3.0258735
698,4.574710026
699,5.763808571
700,3.46149661
701,3.528813872
702,1.550837567
703,4.508000616
704,4.834233704
705,3.147944981
706,4.73533578
707,5.742365907
708,3.99261862
709,5.176980201
710,7.916472247
711,7.445413781
712,0.437141311
713,4.28594332
714,5.04943039
715,3.3262203
716,5.454362332
717,3.354779773
718,5.567455349
719,3.348662557
720,0.247508505
721,3.739066968
722,4.883900821
723,4.893353211
724,4.495695045
725,1.550837567
726,0.24235628
727,6.879331367
728,4.631365482
729,4.646011217
730,4.095865814
731,3.348662557
732,7.916472247
733,2.635913523
734,4.828293895
735,5.491182549
736,2.836774344
737,7.916472247
738,1.273279881
739,0.247508505
740,0.247508505
741,1.738365413
742,0.247508505
743,1.691960858
744,4.654815171
745,5.015460943
746,2.399133548
747,4.419492663
748,2.624971931
749,5.064299441
750,0.247508505
751,4.992946213
752,3.405046559
753,4.575197157
754,4.875213261
755,1.550837567
756,7.916472247
757,2.913716925
758,4.50128615
759,5.407791493
760,1.804038158
761,4.495695045
762,0.24235628
763,4.566756564
764,4.702214867
765,3.572361568
766,2.410008165
767,1.273279881
768,4.834233704
769,1.938681533
770,1.550837567
771,7.844924162
772,1.550837567
773,4.755709048
774,7.916472247
775,2.925355087
776,3.509938472
777,3.417202869
778,4.928565459
779,4.847025302
780,5.384873501
781,3.417202869
782,4.419492663
783,7.445413781
784,4.566756564
785,0.33807017
786,1.273279881
787,5.024380648
788,5.042065244
789,4.274306084
790,5.206784875
791,4.191408043
792,4.317098055
793,4.933997714
794,7.916472247
795,2.074240646
796,7.916472247
797,3.348662557
798,3.348662557
799,4.215453653
800,4.40691918
801,3.572517176
802,3.971027836
803,4.759753583
804,6.498429798
805,3.354779773
806,1.069944801
807,4.873495924
808,4.757700502
809,5.345789948
810,5.177768489
811,5.953787284
812,4.782737624
813,4.419492663
814,7.814897163
